ID	Target	SENTENCE1	SENTENCE2	ANSWER	start_s1	end_s1	start_s2	end_s2
176	역설	이 글의 참뜻은 그에 대한 찬양이 아니라 역설을 통한 통렬한 비판이다.	역설적으로 말하자면 우리의 삶이란 모두 죽음으로 이르는 과정인 것이다.	False	23	25	0	2
177	고름	의사는 곪은 부위를 열개한 후 고름을 뽑아냈다.	의사는 덧난 상처에서 고름을 짜내고 소독을 하였다.	True	17	19	12	14
178	방문	그는 개별적인 방문을 사절했다.	방문이 털컥하며 세차게 닫혔다.	False	8	10	0	2
179	전	그는 바로 2년 전에 만났던 사람이었다.	전 대원이 하나가 되어 전투에서 승리하였다.	False	9	10	0	1
180	바퀴	바퀴가 알을 깠는지 갑자기 집안에 벌레가 많아졌다.	지저분한 주방에서는 바퀴가 쌀쌀 기어다니고 있었다.	True	0	2	11	13
181	구조	재무 구조의 건전성 강화.	군민이 함께 재해 구조에 나섰다.	False	3	5	10	12
182	공고	얼른 공고를 내서 인원을 모집해야 한다.	수정 사항이 공고로 나 붙었다.	True	3	5	7	9
183	한	제 한을 어떻게 풀어주실 건가요?	한이 쌓여 눈물이 절로 났다.	True	2	3	0	1
184	수납	등록금 수납을 위해 은행에 가다	세금 수납을 하는 창구가 어디인가요?	True	4	6	3	5
185	제기	제기 차기 놀이는 너무 어렵다.	문제 제기를 하려면 똑바로 조사를 하고 와라.	False	0	2	3	5
186	실수	이것저것 떼고 나면 실수는 얼마 되지 않는다.	돌이킬 수 없는 실수를 저질렀다.	False	11	13	9	11
187	댁	댁이 그 유명한 작자오?	그 댁에 갔더니, 엄청난 대접을 해주셨다.	True	0	1	2	3
188	소장	교도소 소장인 그는 그야말로 작은 황제였다.	소장은 작은창자라고 부르기도 한다.	False	4	6	0	2
189	지지	그의 지지덕에 무언가라도 할 수 있었다.	아가! 그건 지지야.	False	3	5	7	9
190	영감	군수 영감이 오늘 우리 집에 온대요.	영감님은 예순이 넘은 나이지만 몸집이 걸대하다.	True	3	5	0	2
191	가정	그의 논리가 옳다는 가정은 근거는 없다.	가정 형편 때문에 공부할 기회를 잃었다.	True	11	13	0	2
192	운명	사람이 늙어서 죽는 것은 피할 수 없는 운명이다.	운명은 참으로 내게 얄궂었다.	True	22	24	0	2
193	사자	사자를 흔히 백수의 왕으로 일컫는다.	사자가 날카로운 엄니를 드러내고 하품을 한다.	True	0	2	0	2
194	동지	혁명을 위해 같이 노력했던 동지는 어느 덧 사라져 있었다.	동지에 팥죽을 먹는 이유는 팥의 붉은기가 액운을 물리친다고 생각하기 때문이다.	False	15	17	0	2
195	교사	그 소나무 숲은 교사(校舍) 부족에 허덕이던 우리들에게 훌륭한 야외 교사가 되어 주었다.	교사들은 돌아가며 그의 아들을 위협하고, 소외시키며, 설진영을 학교로 호출하였다.	False	9	11	0	2
196	월남	월남 땅에 첫발 디딜 땐 이거 영 죽었구나 했더니….	한국에서 부를 쌓아서 월남으로 가는 것이 꿈이다.	True	0	2	12	14
197	정전	무더운 한여름 밤에 전기 사용량이 급증하여 정전이 되었다고 한다.	갑자기 정전이라도 되었는지 스위치를 넣었는데도 불구하고 전등에는 이상하게 불이 오지 않았다.	True	24	26	4	6
198	자취	한때 염오한 자취가 있었던 자는 작처함이 마땅할 듯한데…	그는 자취 생활 삼 년에 빨래하는 데도 선수가 되었다.	False	7	9	3	5
199	사주	점쟁이에게 사주 적은 종이를 내밀었다.	흡사 일본의 사주를 받고 협박을 하러 온 것 같은 어투였다.	False	6	8	7	9
200	독자	독자가 많은 신문일수록 광고료는 비싸기 마련이다.	그의 책은 문고본으로도 출간되어 많은 독자에게 읽혔다.	True	0	2	21	23
201	지면	평론을 지면을 통해 발표하다.	안 형은 내키지 않는 사람들에겐 처음부터 지면을 나누려 하지 않았다.	False	4	6	23	25
202	반기	교수의 이론에 반기를 드는 학생이 있었다.	성문에는 반란군의 반기가 나부꼈다.	False	8	10	10	12
203	초	초에서 뜨거운 촛농이 한쪽으로 흘러내린다.	그 병원은 올해 초 서울 근교에 분원을 낼 계획이다.	False	0	1	9	10
204	입장	그들의 제안은 우리의 입장에 상충한다.	기립한 청중의 박수례를 받으며 입장을 하다.	False	12	14	17	19
205	굴	석탄 캐는 광부들은 굴 구멍의 벽을 기둥이나 가름목으로 받침한다.	굴, 가리비 등의 껍데기를 철사에 꿰어 얕은 곳에 수하하여 양식한다.	False	11	12	0	1
206	칼집	닭고기는 토막토막 칼집을 내어야 한다.	그녀는 오이에 십자 모양으로 칼집을 냈다.	True	10	12	16	18
207	보조	그 아이는 보조로서 할 일을 했다.	보조를 맞춰 걸으라고. 몇 번을 말하나?	False	6	8	0	2
208	사리	사리 분별력도 없는 그런 비유 무리가 올린 상소라면 그 내용을 보지 않아도 뻔한 것이겠지.	그 신사는 점잖고 사리에 밝은 사람이다.	True	0	2	10	12
209	성인	성인이 되려면 많은 수행이 필요하다.	성인이 되었다고 어른이 된 것은 아니다.	False	0	2	0	2
210	전면	거실의 뒤쪽은 전면이 유리여서 바다가 꽉 차 있는 듯이 여겨졌다	이 집도 역시 전면만 토담이고 뒤쪽은 허술한 솔가지 울타리를 치고 있었다.	True	8	10	8	10
211	포기	채마 한편 귀퉁이에다가 담배 포기나 심으면 일 년 먹을 담배는 되었다.	풀 한 포기 자라지 않는 이런 박토를 누가 그 많은 돈을 주고 사겠습니까?	True	16	18	4	6
212	동화	동화 한 편을 쓰다	엄마가 아이에게 동화를 읽어 주었다.	True	0	2	9	11
213	전도	쇠로 된 그릇은 열 전도가 잘 된다.	그녀와 붙어있으니 체온 전도가 잘 이루어졌다.	True	11	13	13	15
214	랩	엄마는 내가 좋아하는 랩 음악을 소란스럽다고 싫어하신다.	남은 야채는 랩으로 싸서 보관해라.	False	12	13	7	8
215	산소	선미는 할아버지 산소에 가느라 물이 고인 진흙창을 한참 걸었다.	이렇게 산소가 희박한 고산에서도 사람들은 적응하여 살고 있었다.	False	9	11	4	6
216	대접	그는 대접째로 들어서 국물을 후루룩 마셨다.	귀한 손님이니 대접에 소루함이 없도록 신경을 쓰게.	False	3	5	8	10
217	변	졸지에 변을 당한 사람들은 너무 억울하고 기가 막혔다.	그는 갑작스러운 사고로 변을 당했다.	True	4	5	13	14
218	현상	그 장면만은 갓 현상이 된 사진처럼 선명한 것이다.	산소 부족 현상이 빚어져 물고기가 떼죽음을 당했다.	False	9	11	6	8
219	환기	학교 측은 비용을 절감하기 위해 온실의 환기 장치와 습도 조절 장치를 반자동화하였다.	담배는 가급적 환기가 잘되는 곳에서 피우는 것이 좋다.	True	22	24	8	10
220	지각	오늘은 다섯이나 지각을 했다.	지각 운동이 시작되었다.	False	9	11	0	2
221	전자	이 상점은 주로 전자 제품만을 다룬다.	전자는 원자핵의 주위를 빠르게 회전한다.	False	9	11	0	2
222	솔	언덕 위의 저 솔은 너무 휘어져서 재목으로 쓰기는 힘들다.	청소도구는 주걱에 솔이 잔뜩 붙어있는 형태로 되어 있었다.	True	8	9	10	11
223	지도	지도 체제 개편을 둘러싼 논란.	세계 지도를 찾기 위해 서가를 뒤졌다.	False	0	2	3	5
224	선정	왕은 백성을 위한 선정을 하기로 했다.	왕은 결국 폭군의 길로 들어서면서 선정을 하고자 했던 과거를 버렸다.	True	10	12	19	21
225	선조	임금 선조는 다시 중신들을 불러 어전 회의를 열었다.	임진왜란 때 적세에 밀려 선조 대왕께서 북행을 하시게 됐지.	True	3	5	14	16
226	세	내리 세 시간을 기다리다.	하루에 세 번 양치질하다.	True	3	4	4	5
227	검사	이분은 서울 지검에 근무하는 검사님입니다.	연령에 알맞게 지능 검사 방법을 표준화했다.	False	16	18	11	13
228	연장	쇠를 녹여 연장을 만들다.	부러진 연장을 납땜으로 붙였다.	True	6	8	4	6
229	개선	이 부등한 관계는 개선이 되어야 한다.	장군은 적을 격퇴하고 당당한 개선을 했다.	False	10	12	16	18
230	대비	흑백 대비가 선명하다.	선명한 대비의 이미지로 이루어져 있다.	True	3	5	4	6
231	교정	쌍쌍 파티는 곧 열리려 하는지 교정은 짝지은 선남선녀들로 입추의 여지가 없었다.	아직도 교정에 남아 있던 몇몇 상급생들만 우리들의 노랫소리에 귀를 기울였다.	True	17	19	4	6
232	굴	굴 안에는 사람 둘이 겨우 앉을 만한 터가 있다.	굴 안은 습기를 먹은 흙냄새가 축축하게 차 있다.	True	0	1	0	1
233	고비	그 선수는 경기의 고비를 잘 넘겨 주는 팀의 해결사이다.	할아버지께서는 고혈압으로 이미 위험한 고비를 몇 번 넘기셨다.	True	10	12	21	23
234	농	김 노인은 딸이 시집갈 때 혼수로 가져갈 농을 만들고 있다.	조선에서는 공과 상보다 농을 중요시했다.	False	23	24	13	14
235	문신	문신들의 횡포에 맞서 무신들은 자신의 군사력으로 권세를 얻으려 했다.	정도전은 조선 초기의 문신이자 학자이다.	True	0	2	12	14
236	구호	지금까지 국산품 애용은 구호로만 그쳐 왔다.	동물 보호를 구호로 내걸다.	True	13	15	7	9
237	밴드	물안경을 구입할 때는 렌즈의 굴절력과 밴드의 내구성을 주의하여 선택한다.	그 유람선을 타면 고급 요리를 먹으며 4인조 밴드의 재즈 연주를 들을 수 있다.	False	21	23	25	27
238	경유	나는 최근 휘발유 차량에서 경유 차량으로 바꾸었다.	그 항공사는 북경 경유 유럽 노선을 빠르면 연내에 개설한다고 발표했다.	False	15	17	10	12
239	유세	그들은 유세가 이만저만이 아니어서 대접이 소홀하다거나 물품이 부족하다고 호통을 치기 일쑤였다.	아들만 둘을 낳았다는 유세로 자기는 임씨 집안의 며느리로서 책임을 다했거니 하고 순간적으로 교만한 마음을 품었다.	True	4	6	12	14
240	원	원이 있어 성불하지 못했다.	원이 너무 강해 악귀가 되었다.	True	0	1	0	1
241	배	배가 느릿느릿 가고 있다.	배에서 꼬르륵 소리가 나다.	False	0	1	0	1
242	부상	최근 할인점이 일반 소비자들의 주요 구매처로 부상이 되고 있다.	이 나라는 주요 국제적 기업들의 최상위권 투자 대상국으로 부상이 되었다.	True	25	27	32	34
243	구형	그 검사는 피고에게 징역 10년 구형을 했다.	지구는 구형의 모양이다.	False	18	20	4	6
244	속	말을 전혀 하지 않으니, 그 속을 어떻게 알겠어.	그 사건은 온 국민을 충격 속으로 몰아넣었다.	True	16	17	15	16
245	발	발을 잘못 디뎌 수렁에 빠졌다.	언 땅을 딛다가 발을 접질렸다.	True	0	1	9	10
246	화장	화장은 개인의 자유다.	옅은 화장이 청초한 느낌을 주었다.	True	0	2	3	5
247	공사	하수도 공사에 인부를 쓴다.	수억 달러에 이르는 공사비.	True	4	6	11	13
248	조정	농민들은 조정에 대한 불평불만이 커지면서 각지에서 봉기하였다.	이 사안은 사전 조정을 거친 후 본격적인 토의에 들어갈 수 있었다.	False	5	7	9	11
249	기장	얘, 치마 기장이 길어서 방바닥을 다 쓸고 다니는구나.	기장은 안개가 많이 끼어 착륙이 지연되고 있다고 방송했다.	False	6	8	0	2
250	진화	정부는 이번 일로 인해 확산된 반대 여론의 진화에 골머리를 앓고 있다.	연산군 10년의 갑자사화 때 행해진 언문 학대는 한국판 진화라 할 수 있다.	False	24	26	31	33
251	대기	윗선에서 통보할 때까지 모두 대기를 하시오.	자동차에서 대기 중으로 배출된 오염 물질.	False	16	18	6	8
252	상장	우리 회사는 국내에서는 처음으로 외국에 주식 상장을 한 회사이다.	학교에서 상을 받은 아들 녀석이 뻥글 웃으며 나에게 상장을 내밀었다.	False	25	27	29	31
253	극	독재자의 행악이 극에 달했다.	극의 전개가 혼란하여 내용이 이해가 되지 않는다.	False	9	10	0	1
254	사인	검찰은 정확한 사인을 가리기 위해 부검을 의뢰했다.	결재 서류에는 도장을 찍거나 사인을 한다.	False	8	10	16	18
255	전원	체납자 전원에게 발송된 독촉장.	전원 사방으로 거총하여 기습에 대비하라.	True	4	6	0	2
256	청주	그들은 너비아니 안주에 청주 한 병을 게눈 감추듯이 비웠다.	어머니는 골절이 된 데에는 청주에 동설을 타 먹는 것이 최고라고 하셨다.	True	13	15	15	17
257	시장	결국 시장은 버티지 못하고 옷을 벗어야 했다.	선거철이 되면 시장의 신경질도 덩달아 올라갔다.	True	3	5	8	10
258	국교	이웃한 두 나라가 국교가 열린 지는 꽤 오래전의 일이다.	태국의 국교는 불교이다.	False	10	12	4	6
259	정상	그 회사는 극심한 자금난으로 정상 경영이 어렵다고 단정되었다.	정상에 가까운 수단을 취했다고 볼 수 있지 않아요.	True	16	18	0	2
260	지문	지문을 잘 읽고 문제에 답해보세요.	언어능력시험의 핵심은 지문 읽기이다.	True	0	2	12	14
261	사마귀	아이는 사마귀를 잡아 책상 위에 올려 놓고 관찰을 하고 있었다.	수컷 사마귀는 교미를 한 뒤에 암컷에게 먹힌다.	True	4	7	3	6
262	운명	그는 결국 운명을 다 했다.	운명은 그들이 다시 만날 수 있도록 만들었다.	False	6	8	0	2
263	지방	지방을 초에 태우며 조상의 혼을 기렸다.	어떤 지방에서는 철보다 구리가 더 귀하기도 하였다.	False	0	2	3	5
264	상가	조문객의 위로의 말에 대해 상가 쪽에서는 입만 살짝 달싹이는 것이 관례이다.	어제 집안 어른이 돌아가셔서 모두 상가에 가셨습니다.	True	15	17	19	21
265	일정	일정 기간이 지나면 무효가 됩니다.	오늘 일정은 가파른 산을 넘는 것이다.	False	0	2	3	5
266	향수	그 음악은 대학시절에 대한 향수를 불러 일으켰다.	국내에서 열리는 화장품이나 향수 컬렉션에 자주 들르는 편이다.	False	15	17	15	17
267	상호	타인의 성명권을 침해하거나 공서 양속을 위반하는 상호는 허용하지 않는다.	인간의 사상과 감정은 서로 밀접히 연관되어 있으며 항상 상호 작용을 한다	False	27	29	31	33
268	결정	이번 일은 잘 생각해서 결정을 해야 한다.	부모님께 여쭈어 보고 결정을 하겠습니다.	True	13	15	12	14
269	고문	그는 고문을 배우는 목적을 고도를 배우기 위한 방편으로 이해하였다.	인간의 존엄성과 육체를 파괴하는 고문은 이 땅에서 영원히 추방돼야 한다.	False	3	5	18	20
