source	acceptability_label	source_annotation	sentence
T00346	1		비가 왔지 않느냐?
T00346	0	*	비가 왔지 않았느냐?
T00347	1		오늘은 매우 안 춥고, 조금 춥다.
T00347	0	*	오늘은 매우 안 춥고, 매우 덥다.
T00348	1		장갑을 손에 끼다.
T00348	0	*	장갑을 손에 꽂다.
T00349	1		내일 너는 죽었다.
T00349	0	*	어제 너는 죽었다.
T00350	1		영이가 먹었어? 안 먹었어?
T00350	0	*	영이가 먹었지? 안 먹었지?
T00351	1		순애가 피곤하여 보인다.
T00351	0	*	보인다, 순애가 피곤하여 
T00352	1		선생님께서는 스승이시다.
T00352	0	*	선생님께서 스승이시다.
T00354	1		나는 세면대에 머리를 감았다.
T00354	0	*	나는 세면대로 머리를 감았다.
T00355	1		두더지가 땅을 파고 있다.
T00355	0	?	두더지가 땅을 파는 중이다.
T00356	1		장관이 부하를 때린 행동이 못마땅하다.
T00357	1		철수가 가는 곳이 어디인가를 나는 모른다.
T00357	0	*	철수가 가는 곳이 어디를 나는 모른다.
T00358	1		선생이 학생은 상을 주었다.
T00358	0	*	선생은 학생은 상을 주었다.
T00359	1		나는 동진이를 좋은 시인으로 안다.
T00359	0	*	나는 동진이가 좋은 시인으로 안다.
T00360	1		날이 더우니까 바람이 들어오게 문을 열어라.
T00360	0	*	바람이 들어오게 날이 더우니까 문을 열어라.
T00361	1		누군가가 나를 밀었다.
T00362	1		영수는 가지 못 했니?
T00362	0	*	영수는 갔지 못 하니?
T00363	1		누구든지 집에 가서 오늘 얘기 어른들한테 하면 국물도 없어.
T00363	0	*	누구든지 집에 가서 오늘 얘기 어른들한테 하면 국물도 없지.
T00364	1		어른들이 쥐불놀이를 하는 건 아니겠지?
T00364	0	*	어른들이 쥐불놀이를 하는 건 아니겠어?
T00366	1		너구리가 바위 밑에 땅굴을 팠다.
T00366	0	*	너구리가 바위 밑을 여러 개의 땅굴을 팠다.
T00367	1		우리들은 밥을 먹었고 이야기를 나누었다.
T00367	0	*	우리들은 밥을 먹었고서 이야기를 나누었다.
T00368	1		물은 출렁인다.
T00368	0	??	물은 출렁한다.
T00369	1		영이는 그 소식을 알았지 않니?
T00369	0	*	영수는 그 소식을 알지 않았니?
T00370	1		나는 영희가 다시 없이 최고다.
T00370	0	*	나는 영희가 다시 없는 최고다.
T00371	0	*	극장은 매일 관객에 가득 찼다.
T00373	1		아무도 안 왔다고 대답했다.
T00373	0	*	아무도 안 왔다고 물었다.
T00374	1		흥부가 놀부에게 맞는다.
T00374	0	*	흥부가 놀부에게 때려 진다.
T00375	1		아버지는 영희를 예뻐를 한다.
T00375	0	*	아버지는 영희를 예뻐가 한다.
T00376	1		그는 부지런하지 못하다.
T00376	0	*	그는 못 부지런하다.
T00377	1		그는 단정히 앉아 공부를 하였다.
T00377	0	*	그는 단정히 앉고 공부를 하였다.
T00378	1		그는 외딴섬에 갔는데 곧 돌아올 것이다.
T00378	0	*	그는 외딴섬에 갔는데 곧 돌아오겠다.
T00379	1		내가 얼떨결에 담배를 끄더라.
T00379	0	*	내가 담배를 끄더라.
T00381	1		철수는 자기가 기쁘더라고 말했다.
T00381	0	*	철수는 영이가 기쁘더라고 말했다.
T00383	0	*	팔다리가 쑤시는 것을 보니 비가 올 것이다.
T00384	1		한 순간의 억울함을 참으면, 백일근심을 면하게 된다.
T00384	0	*	한 순간의 억울함을 참거든, 백일근심을 면하게 된다.
T00385	1		철수는 영희를 안 만나려고 나가 버렸다.
T00385	0	*	철수는 영희를 안 만나러 나가버렸다.
T00386	1		철수는 영희를 데리러 갔다.
T00386	0	*	철수는 영희를 데리려고 갔다.
T00387	0	*	철수는 아직도 그 이야기를 믿는 중이다.
T00388	1		그 그림의 가치를 인정을 하지 않으면서도 사 두려고 하였다.
T00388	0	*	그 그림의 가치를 인정을 하면서도 사 두려고 하였다.
T00390	1		영수는 벌써 먹지 않았니?
T00390	0	*	영수는 전혀 먹었지 않니?
T00391	0	*	영이가 공부하기가 보인다.
T00392	1		선생은 가르치고, 학생은 배운다.
T00394	1		오늘은 매우 춥지 않고, 조금 춥다.
T00394	0	*	오늘은 매우 춥지 않고, 매우 덥다.
T00395	0	*	그는 부산에서 이르렀다.
T00396	1		그 분에게는 어려워서 감히 못 여쭙겠다.
T00396	0	*	그 분에게는 어려워서 감히 안 여쭙겠다.
T00397	1		나는 축구가 좋다.
T00397	0	?	그는 축구가 좋다.
T00398	1		우리는 그 곤경을 벗어났다.
T00398	0	*	우리는 그 곤경을 벗어서 났다.
T00399	1		순이는 다행히 빨리 달린다.
T00399	0	*	순이는 빨리 다행히 달린다.
T00400	1		나는 내가 맡은 일이나 충실히 하겠다.
T00400	0	*	나는 자기가 맡은 일이나 충실히 하겠다.
T00401	0	*	그 아이가 보이는 것은 총기가 있게이다.
T00402	1		그는 달이 떠서 달 구경을 나가니?
T00402	0	*	그는 달이 떠서 달 구경을 나가라.
T00403	1		아마 그는 올 것이다.
T00403	0	*	대개 그는 올 것이다.
T00404	1		눈이 오면 길 조심하니?
T00405	0	*	마당에는 개가 누워 있는다.
T00406	1		과연 순희가 빨리 달린다.
T00406	0	*	순희는 빨리 과연 달린다.
T00408	1		부엌에서는 솥에 끓는 국이 넘치고 있었다.
T00408	0	*	부엌이 솥에 끓는 국으로 넘치고 있었다.
T00409	1		나는 선생님이니까 학생을 가르친다.
T00409	0	*	나는 선생님이기 때문에 학생을 가르친다.
T00410	1		안녕히 가십시오.
T00410	0	*	안녕히 오십시오.
T00411	1		내가 새라면 참 행복할 텐데.
T00411	0	*	내가 새거든, 참 행복할 텐데.
T00412	0	*	나는 철수가 학교에 갔음을 요구한다.
T00413	1		선생님께 "언제 다시 오시겠습니까?"라고 여쭤 보아라.
T00413	0	*	선생님께 언제 다시 오시겠습니까고 여쭤 보아라.
T00414	1		아버지가 아들을 집에서 놀게 했다.
T00414	0	?	아버지가 아들을 집에서 놀게 말을 했다.
T00416	0	*	빵이 좋고 밥이 좋고 다 좋아.
T00417	1		4시에 일어날 결심을 하고 자면 그때 깰 것이다.
T00417	0	*	4시에 일어날 결심을 하고 자면 그때 깨겠다.
T00418	1		순희가 물에 빠질 뻔했다.
T00418	0	*	순희가 물에 빠지는 뻔했다.
T00419	1		그가 가겠다면, 나도 가겠다.
T00419	0	*	그가 가겠다면, 나도 갔다.
T00420	1		철수가 자기 자신을 학대하고 있다.
T00420	0	*	자기 자신이 철수를 학대하고 있다.
T00421	1		영이가 먹지 않을까 의심스럽다.
T00421	0	*	영이가 먹지 않을까 의아스럽다.
T00422	1		해가 서쪽에서 뜨면, 나를 찾아 와라.
T00422	0	*	해가 서쪽에서 뜨거든, 나를 찾아 와라.
T00424	0	*	꽃은 일찍 핀다.
T00425	1		어제 문병 갔었는데 그 사람 죽겠더라.
T00425	0	*	어제 문병 갔었는데 그 사람 죽을 것이다.
T00426	1		철수는 학교에 갔으며, 친구들을 만났다.
T00426	0	*	철수는 학교에 갔으며, 친구들을 만나라.
T00427	1		일기예보에 의하면 비가 올 것이다.
T00427	0	*	일기예보에 의하면 비가 오겠다.
T00428	1		철수는 사람을 때리기조차 한다.
T00428	0	?*	철수는 사람을 때리기조차 때린다.
T00429	1		그가 서울에 가 있다.
T00429	0	*	그가 서울로 가 있다.
T00430	1		종달새가 아래로 떨어졌다.
T00430	0	*	종달새가 아래에 떨어졌다.
T00431	1		학교에 다니기가 시작되었다.
T00431	0	*	학교에 다님이 시작되었다.
T00432	1		이 음식의 맛을 약간 가게 했다.
T00432	0	*	이 음식의 맛을 약간 보내었다.
T00433	1		자네 마음 내키는 대로 생각하게나.
T00433	0	*	자네 마음 내키는 대로 생각하게요.
T00434	1		이곳을 낙원이라고 우리는 믿는다.
T00436	1		영희가 보리밥이 영희의 입에 맞는가 보다.
T00436	0	*	영희가 보리밥이 철수의 입에 맞는가 보다.
T00437	1		별 들을 만한 강의가 없다.
T00437	0	*	별 들을 만한 강의가 다 있다.
T00438	1		비가 왔습니까, 그렇습니까?
T00438	0	*	비가 왔습니다, 그렇습니까?
T00439	1		교향악단은 음악을 멈추라.
T00439	0	?*	교향악단이 음악을 멈추라.
T00440	1		소문이 퍼져 나간다.
T00440	0	*	소문이 퍼져 들어간다.
T00441	1		그는 이 문을 지났다.
T00441	0	*	그는 이 문에서 지났다.
T00442	1		내일 나는 부산에 출장 간다.
T00442	0	*	내일 나는 부산에 출장 갔다.
T00443	1		너는 기쁘더냐?
T00443	0	*	나는 기쁘더냐?
T00444	1		철수가 악몽으로 시달렸다.
T00444	0	*	철수에게 악몽이 시달렸다.
T00445	1		요새 애들은 버릇이 없어서 영 틀렸단 말이야.
T00445	0	*	요새 애들은 버릇이 없어서 영 틀렸단 말이지.
T00446	1		그가 이 점에서 옳다.
T00446	0	*	그가 이 점에 옳다.
T00447	1		하느님도 그것은 알지 못한다.
T00447	0	*	하느님도 그것도 알지 못한다.
T00448	1		하늘에 별들이 반짝인다.
T00448	0	*	하늘이 별들을 반짝인다.
T00449	1		6시간을 철수가 공부한다.
T00449	0	*	6시간에 철수가 공부한다.
T00451	1		어제 우리 아버님이 돌아가셨어.
T00451	0	*	어제 우리 아버님이 돌아가셨더라.
T00452	0	*	너는 요새 밥이 너무 먹히더라.
T00453	1		그는 열심히 공부한 듯 보였다.
T00453	0	?	그는 열심히 공부하듯 보였다.
T00454	1		너는 잠을 잘 것이다.
T00455	1		그가 와도 나를 만날 수 있다.
T00455	0	?	그가 왔어도 나를 만날 수 있다.
T00456	1		어미는 이웃에 아들 자랑을 하러 나갔고, 아비는 이곳에 그리하러 왔군.
T00456	0	*	어미는 이웃에 아들 자랑을 갔고, 아비는 이곳에 그것을 왔군.
T00457	1		철수가 집에 갔을까 싶었다.
T00457	0	*	철수가 집에 갔을까 싶겠다.
T00458	1		영이는 여전히 예쁜데!
T00458	0	*	영이는 여전히는 예쁜데!
T00459	1		열차가 퍽 지나다닌다.
T00459	0	*	열차가 퍽 많이 탈선했다.
T00460	1		영이가 먹지 않겠다.
T00460	0	*	영이가 먹었지 않았다.
T00461	1		뚱뚱한 사람이 병으로 고생한다.
T00461	0	*	뚱뚱한 사람이 병에 고생한다.
T00462	1		나는 그가 키가 크다고 주장한다.
T00462	0	*	나는 그가 키가 크더라고 주장한다.
T00463	1		늦기 전에 빨리 김치를 담궈 버리자.
T00464	1		시청이 바로 가까이 있다.
T00466	1		지금부터 30분 후에 그 사람이 오겠더라.
T00467	1		철수는 영희를 만나려고 지하철을 탄다.
T00467	0	*	철수는 영희를 만나러 지하철을 탄다.
T00468	1		막내는 학교에 못 갔다.
T00468	0	*	막내는 못 학교에 갔다.
T00470	1		할머니께서는 노인이시다.
T00470	0	*	할머니께서 노인이시다.
T00471	1		철수는 학교에 갔다.
T00471	0	*	자기는 학교에 갔다.
T00472	0	*	아마 철수가 오면, 혹시 순이도 같이 올 거야.
T00473	1		그 때 영희는 집에 갔기 쉬웠다.
T00473	0	*	영희는 집에 갔기에 쉽다.
T00474	1		뱃속에서 무슨 소리가 난다.
T00474	0	?*	뱃속에서 어떤 소리가 난다.
T00476	1		나는 진리를 못 터득했다
T00476	0	*	나는 진리를 안 터득했다
T00477	1		그런 나쁜 사람을 집에 두면 안 됩니다.
T00477	0	*	그런 나쁜 사람을 집에 놓으면 안 됩니다.
T00478	0	*	경찰관이 범인을 그 집으로 체포했나 봐.
T00479	1		너는 이제 그곳에 다 갔다.
T00479	0	*	너는 이제 그곳에 다 간다.
T00480	1		영희가 무슨 일을 할 수 있겠느냐가 그의 대답이었다.
T00480	0	??	영희가 무슨 일을 할 수 있겠는지가 그의 대답이었다.
T00481	1		고생함을 많게 한다.
T00481	0	*	고생하기를 많게 한다.
T00482	1		그들은 아들이 돌아오도록 꼬박 기다렸다.
T00482	0	??	그들은 아들이 돌아오게 꼬박 기다렸다.
T00483	1		건설은 어렵되, 파괴는 쉽다.
T00483	0	*	건설이 어렵되, 파괴는 쉽다.
T00485	1		아버지께서 진지를 드신다.
T00485	0	*	아버지는 진지를 드신다.
T00486	1		자기의 성적이 철수를 실망시켰다.
T00486	0	*	자기의 성적이 철수의 어머니를 실망시켰다.
T00489	1		그가 시험공부하느라고 잠을 못잤다.
T00489	0	*	그가 시험공부하느라고 내가 잠을 못잤다.
T00492	1		2시까지 그리 갈게.
T00492	0	*	2시까지 그리 올게.
T00493	1		나는 동진이 시에 대해 현실을 잘 비쳐주고 있다고 생각해.
T00493	0	*	나는 동진이 시에 대해 현실을 잘 비쳐 주고 있게 생각해.
T00494	1		순이가 돌이를 귀한 선물을 준다.
T00494	0	*	순이가 돌이를 귀하게 선물을 준다.
T00495	1		형도 고향을 가고 누이도 그리했다.
T00495	0	*	형도 고향을 가고 누이도 했다.
T00496	1		철수의 자랑은 자기가 우등생이라는 것이다.
T00496	0	*	자기의 자랑은 철수가 우등생이라는 것이다.
T00497	1		마음을 오로지함은 어느 곳에서나 필요하다.
T00497	0	*	마음은 오로지함은 어느 곳에서나 필요하다.
T00498	1		우리는 잠을 안 잤다.
T00498	0	*	우리는 안 잠을 잤다.
T00499	1		옷이 찢기듯 벗긴다.
T00499	0	?	옷이 거의 벗긴다.
T00500	1		저 방에서 그가 울고 있다.
T00500	0	*	저 방에 그가 울고 있다.
T00501	1		날씨가 춥되, 나는 간다.
T00501	0	*	날씨가 춥되, 너는 가느냐?
T00502	0	*	누이가 부산을 바란다.
T00503	1		그는 지금 일하고 있다.
T00503	0	*	그는 내일 일하고 있다.
T00504	1		그는 밥을 먹고서 학교에 갔다.
T00504	0	*	그는 밥을 안 먹고서 학교에 갔다.
T00505	1		날씨가 흐리더니 비가 온다.
T00505	0	*	날씨가 흐리더니까 비가 온다.
T00506	1		내가 자신을 부끄러워한다.
T00506	0	*	내가 자기를 부끄러워한다.
T00508	1		순이는 방에 있고, 영이는 부엌에 있다.
T00508	0	*	순이는 방에 있고, 영이가 부엌에 있다.
T00509	1		오늘은 어떤 분이 오시느냐?
T00509	0	??	오늘은 어떠신 분이 오시느냐?
T00510	1		철수는 영이가 학교에 감을 전했다.
T00510	0	*	철수는 영이가 학교에 가기를 전했다.
T00511	1		작업장 안이 모터 소리로 윙윙거린다.
T00511	0	*	작업장 안이 모터로 윙윙거린다.
T00512	0	*	철이가 날쌘 것은 용감하고이다.
T00513	1		그는 달이 있어서 달 구경을 나간다.
T00513	0	*	그는 달이 있어서 달 구경을 나가라.
T00514	1		방 안이 어두웠으니까 답답했었다.
T00514	0	*	방 안이 어두웠으니까 답답할 것이다.
T00515	1		손님이 오자 그는 읽은 책을 덮었다.
T00515	0	?	손님이 오자 그는 읽고 있었는 책을 덮었다.
T00516	1		배가 고팠으니까, 그는 밥을 먹었다.
T00516	0	?	배가 고팠으니까, 그는 밥을 먹는다.
T00517	1		내가 철수를 만났는데 철수가 그러데?
T00517	0	*	내가 철수를 만났는데 자기가 그러데?
T00518	1		아무도 안 왔지 않느냐고 말했다.
T00518	0	*	아무도 안 왔지 않느냐고 물었다.
T00519	0	?*	저 못된 놈과 같으니.
T00520	1		돌이가 산에 다닌다.
T00521	0	*	게 어느 사람이냐?
T00522	1		철수가 일을 꼼꼼히는 한다.
T00522	0	*	철수가 일을 꼼꼼히는 안 한다.
T00523	1		영수가 기차에 탔다.
T00523	0	*	영수가 기차에 타고 부산에 갔다.
T00524	1		어머니가 딸에게 한복을 입도록 가르쳐 주었다.
T00524	0	?	어머니가 딸에게 한복을 입게 가르쳐 주었다.
T00525	1		남자는 용감하다.
T00525	0	*	남자란 용감하다.
T00526	1		앎이 힘이다.
T00526	0	*	알기가 힘이다.
T00527	1		그가 집에 갔을까 싶지 않다.
T00527	0	*	그가 집에 갔을까 보지 않다.
T00528	1		우리들은 밥을 먹고도 이야기를 나누었다.
T00528	0	*	우리들은 밥을 먹으며도 이야기를 나누었다.
T00530	1		나는 영희가 최고다.
T00530	0	*	그는 영희가 최고다.
T00531	1		차가 정말 빠르게 달린다.
T00531	0	*	차가 정말 달린다.
T00532	1		그 문제를 해결하기가 현실적으로 곤란하다.
T00533	1		박 선생은 그 사실을 논리적으로 설명했다.
T00533	0	*	박 선생은 그 사실을 논리적으로 아주 설명했다.
T00534	1		돌이가 노루를 사냥을 다닌다.
T00534	0	*	돌이가 산을 사냥을 다닌다.
T00535	1		더 이상 말을 안 들으면 발포하겠다.
T00535	0	*	더 이상 말을 안 듣거든, 발포하겠다.
T00537	1		마음 놓고 그림에 열중할 수 있는 마음의 여유를 버리고 싶지 않다.
T00537	0	*	마음 놓고 그림에 열중할 수 있는 마음의 여유를 버리고 싶지 못하다.
T00538	1		네가 남의 글을 훔쳐 읽더라.
T00538	0	*	내가 남의 글을 훔쳐 읽더라.
T00539	1		철수는 현숙이 그 영화를 보았음을 중대시한다.
T00539	0	*	철수는 현숙이 그 영화를 보았다고 중대시한다.
T00541	1		돌이는 민속을 안 연구를 했다.
T00541	0	*	돌이는 안 민속을 연구를 했다.
